Co_Ref,crm_customer_complained,Time_to_Renewal,crm_competitors_mentioned,crm_refund_mentioned,crm_contractor_engagement,crm_customer_payment_intention,crm_membership_overdue,crm_dissatisfaction_with_support,crm_contractor_sentiment_score,Prospect_Outcome
EF8062,No,14_out,No,No,0,0,Yes,0,50.0,Won
EF8072,No,45_out,No,No,0,1,No,1,16.666666666666668,Won
EF8187,No,45_out,No,No,0,0,Not Discussed,0,50.0,Won
EF8652,No,45_out,No,No,0,0,Not Discussed,0,50.0,Won
EF8665,No,14_out,No,No,0,0,No,0,65.0,Won
EF9152,No,45_out,No,No,0,0,No,0,65.0,Won
EF9424,No,14_out,No,No,0,0,Yes,0,43.333333333333336,Won
EF9615,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
EF9616,No,14_out,Not Discussed,No,0,0,Not Discussed,0,66.66666666666667,Won
EF9682,No,pre_renewal,No,No,1,0,Not Discussed,0,10.0,Won
EF9745,No,14_out,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
EF9827,No,14_out,Not Discussed,No,1,0,Not Discussed,0,20.0,Won
EF9839,No,14_out,Yes,No,1,1,Not Discussed,1,30.0,Won
EF9860,No,pre_renewal,No,No,0,0,Not Discussed,0,50.0,Won
EG0424,No,14_out,No,No,1,1,Not Discussed,0,33.333333333333336,Churned
EG0438,No,14_out,No,No,0,0,No,0,50.0,Won
EG0477,No,14_out,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
EG0701,Yes,14_out,No,No,0,1,No,1,40.0,Won
EG0928,No,14_out,No,No,1,0,Not Discussed,0,0.0,Won
EG0940,No,prior_year,No,No,0,0,Not Discussed,0,50.0,Won
EG1179,No,45_out,Not Discussed,No,1,0,Not Discussed,0,14.285714285714286,Won
EG1306,No,14_out,Not Discussed,No,0,0,Not Discussed,0,63.333333333333336,Won
EG1418,No,45_out,Not Discussed,No,1,0,Not Discussed,0,12.5,Won
EG1533,No,14_out,No,No,1,1,Not Discussed,0,50.0,Churned
EG1572,No,14_out,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
EG1741,No,14_out,No,No,0,0,Not Discussed,0,70.0,Won
EG1855,No,14_out,Not Discussed,No,1,0,Not Discussed,0,30.0,Won
EG1941,No,14_out,Not Discussed,No,0,0,Not Discussed,0,33.333333333333336,Won
EG2502,No,14_out,No,No,1,0,Not Discussed,0,0.0,Won
EG2685,No,45_out,No,No,0,0,No,0,65.0,Won
EG2894,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
EG3180,No,14_out,No,No,1,0,Not Discussed,0,0.0,Churned
EG3445,No,45_out,No,No,0,0,No,0,70.0,Won
EG3510,No,14_out,No,No,0,0,Not Discussed,0,60.0,Won
EG3551,No,14_out,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
EG3569,No,14_out,No,No,0,0,Not Discussed,0,41.66666666666666,Won
EG3741,No,14_out,No,No,1,0,Not Discussed,0,10.0,Won
EG3923,No,14_out,No,No,0,0,No,0,50.0,Won
EG4317,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
EG4566,No,14_out,No,No,1,0,No,0,40.0,Won
EG4764,No,45_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
EG5039,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
EG5618,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Won
EG6016,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
EG6437,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
EG6478,No,14_out,Not Discussed,No,1,0,Not Discussed,0,21.666666666666668,Won
EG6603,No,prior_year,Not Discussed,No,1,1,No,1,20.0,Churned
EG6874,No,prior_year,No,No,0,0,No,0,50.0,Won
EG6915,No,14_out,No,No,0,0,No,0,50.0,Won
EG6917,No,14_out,No,No,0,0,Yes,0,45.0,Won
EG6949,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Churned
EG7218,No,45_out,No,No,0,0,Not Discussed,0,60.0,Won
EG7268,No,45_out,No,No,0,0,Yes,0,26.666666666666668,Churned
EG7287,No,14_out,Not Discussed,No,1,0,Not Discussed,0,14.285714285714286,Won
EG7393,No,14_out,No,No,0,0,Yes,0,57.5,Won
EG7402,No,45_out,No,No,1,1,Not Discussed,0,50.0,Churned
EG7565,No,14_out,No,No,1,0,Not Discussed,1,25.0,Won
EG7701,No,14_out,No,No,1,0,Not Discussed,1,6.666666666666667,Churned
EG8153,No,prior_year,No,No,0,0,Not Discussed,0,50.0,Won
EG8345,No,45_out,No,No,1,0,Yes,0,16.666666666666668,Churned
EG8361,No,14_out,No,No,1,1,Not Discussed,0,25.0,Churned
EG8827,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
EG9305,No,14_out,No,No,0,0,Yes,0,60.0,Won
EG9837,No,14_out,No,No,0,0,No,0,50.0,Won
EH0164,No,14_out,No,No,0,0,Not Discussed,0,66.66666666666667,Won
EH0233,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
EH0376,No,14_out,No,No,0,1,Not Discussed,0,37.5,Churned
EH0739,No,14_out,No,No,1,0,Not Discussed,0,0.0,Churned
EH0793,No,14_out,No,No,1,0,Not Discussed,0,45.0,Won
EH1176,No,14_out,No,No,1,0,Not Discussed,0,12.5,Won
EH1694,No,pre_renewal,Not Discussed,No,1,0,Not Discussed,0,10.0,Won
EH1810,No,45_out,No,No,1,0,No,0,26.0,Won
EH1981,No,prior_year,No,No,0,0,Yes,0,50.0,Won
EH2009,No,pre_renewal,No,No,1,0,No,0,25.0,Won
EH2303,No,14_out,No,No,0,0,No,0,50.0,Won
EH2307,No,14_out,No,No,0,0,No,0,33.333333333333336,Churned
EH2662,No,prior_year,No,No,0,0,Not Discussed,0,50.0,Won
EH2782,No,45_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
EH2806,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
EH2890,No,45_out,No,No,1,0,No,0,25.0,Won
EH2899,No,14_out,Not Discussed,No,1,0,Not Discussed,0,16.0,Won
EH2982,No,14_out,No,No,0,0,Yes,0,50.0,Won
EH3010,No,14_out,No,No,0,0,Not Discussed,0,37.5,Won
EH3017,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
EH3113,Yes,14_out,Not Discussed,No,1,0,Not Discussed,1,16.666666666666668,Won
EH3293,No,pre_renewal,No,No,0,0,No,0,65.0,Won
EH3368,No,14_out,Not Discussed,No,1,0,Not Discussed,0,7.142857142857143,Won
EH3512,No,45_out,No,No,0,0,Not Discussed,0,63.333333333333336,Won
EH4073,No,14_out,No,No,1,1,No,0,10.0,Won
EH4094,No,14_out,No,No,1,1,No,0,50.0,Won
EH4457,No,14_out,Not Discussed,No,1,0,Not Discussed,0,31.666666666666668,Won
EH4672,No,14_out,No,No,0,0,Yes,0,63.333333333333336,Won
EH5300,No,45_out,No,No,1,0,Yes,0,16.666666666666668,Won
EH6394,No,14_out,No,No,0,0,Not Discussed,0,37.5,Won
EH6424,No,14_out,Not Discussed,No,1,0,Not Discussed,0,35.0,Won
EH6592,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
EH6602,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
EH6829,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
EH6944,No,14_out,Not Discussed,No,1,0,Not Discussed,0,8.333333333333334,Won
EH6953,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
EH7356,Yes,14_out,Not Discussed,No,1,0,Not Discussed,1,25.714285714285715,Churned
EH7382,No,14_out,No,No,0,0,Not Discussed,0,57.5,Won
EH7390,No,45_out,No,No,0,0,Not Discussed,0,43.333333333333336,Won
EH7785,No,14_out,Not Discussed,No,0,0,Not Discussed,0,43.333333333333336,Won
EH7797,No,pre_renewal,No,No,0,1,Not Discussed,0,50.0,Churned
EH7909,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
EH7918,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
EH8024,No,45_out,No,No,0,0,No,0,63.333333333333336,Won
EH8229,No,14_out,No,No,0,0,No,0,50.0,Won
EH8477,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
EH8759,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
EH9000,No,14_out,Not Discussed,No,1,0,Not Discussed,0,16.666666666666668,Won
EH9014,No,14_out,No,No,0,0,No,0,50.0,Won
EH9821,No,14_out,No,No,0,0,No,0,37.5,Won
EI0060,No,14_out,No,No,0,0,Not Discussed,0,37.5,Won
EI0175,No,45_out,No,No,0,0,Yes,0,33.333333333333336,Won
EI0186,No,14_out,No,No,0,0,No,0,46.0,Won
EI0653,No,14_out,No,No,0,0,Not Discussed,0,60.0,Won
EI0777,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
EI0866,No,45_out,No,No,0,0,No,0,50.0,Won
EI1610,No,14_out,No,No,0,0,Not Discussed,0,66.66666666666667,Won
EI1798,No,14_out,No,No,1,0,Not Discussed,0,17.5,Won
EI2005,No,14_out,No,No,0,0,Not Discussed,0,52.5,Won
EI2190,No,45_out,No,No,1,0,No,0,16.666666666666668,Won
EI2547,No,14_out,No,No,1,0,Not Discussed,0,12.5,Won
EI2689,No,14_out,No,No,0,0,Not Discussed,0,76.66666666666667,Won
EI2893,No,14_out,No,No,1,0,Yes,0,12.666666666666666,Won
EI2988,No,14_out,No,No,1,0,Not Discussed,0,0.0,Won
EI3289,No,45_out,Not Discussed,No,1,0,No,0,16.666666666666668,Won
EI3406,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
EI3673,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
EI3996,No,45_out,No,No,0,0,Not Discussed,0,50.0,Won
EI4362,No,14_out,No,No,0,0,Not Discussed,0,37.5,Won
EI4381,No,14_out,Not Discussed,No,1,0,Not Discussed,1,8.333333333333334,Won
EI4477,No,14_out,No,No,1,0,Yes,0,25.0,Won
EI4942,No,14_out,Not Discussed,No,1,0,Not Discussed,0,20.0,Won
EI5079,No,14_out,No,No,1,0,Not Discussed,0,35.0,Won
EI5194,No,14_out,No,No,1,1,No,1,20.0,Won
EI5216,No,45_out,No,No,0,0,Yes,0,33.333333333333336,Churned
EI5557,No,14_out,No,No,0,0,No,0,33.333333333333336,Won
EI5672,No,14_out,No,No,0,0,No,0,62.5,Won
EI5796,No,14_out,No,No,1,0,Not Discussed,0,12.5,Won
EI5875,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
EI5915,No,45_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
EI6143,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
EI6264,No,prior_year,Not Discussed,No,1,0,Not Discussed,0,12.5,Won
EI6468,No,14_out,No,No,0,0,No,0,46.66666666666666,Won
EI6613,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
EI6867,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
EI6882,No,14_out,No,No,0,0,No,0,50.0,Won
EI7304,No,pre_renewal,No,No,1,0,Not Discussed,0,40.0,Won
EI7324,No,45_out,No,No,1,0,Not Discussed,0,0.0,Churned
EI7469,No,14_out,No,No,0,0,Not Discussed,0,42.5,Won
EI7483,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Won
EI7821,No,14_out,No,No,0,0,Not Discussed,0,45.0,Won
EI7924,No,14_out,No,No,0,0,No,0,33.333333333333336,Won
EI7947,No,45_out,Yes,No,0,0,Not Discussed,0,50.0,Churned
EI8181,No,14_out,No,No,1,0,No,1,16.666666666666668,Won
EI8301,No,14_out,No,No,1,0,No,0,16.666666666666668,Won
EI8715,No,14_out,No,No,0,0,No,0,26.666666666666668,Churned
EI8796,No,14_out,No,No,0,0,Yes,0,70.0,Won
EI8807,No,14_out,No,No,0,0,Not Discussed,0,37.5,Churned
EI9974,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
EJ0095,No,14_out,No,No,0,0,Not Discussed,0,37.5,Won
EJ0097,No,45_out,No,No,1,0,No,0,25.0,Won
EJ0098,No,14_out,No,No,0,0,Not Discussed,0,37.5,Won
EJ0145,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
EJ0213,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
EJ0534,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
EJ0913,No,14_out,No,No,1,0,No,0,50.0,Won
EJ1063,No,14_out,No,No,0,0,No,0,50.0,Won
EJ1501,No,14_out,No,No,1,0,No,0,25.0,Won
EJ1532,No,14_out,No,No,1,0,No,0,16.666666666666668,Won
EJ1544,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
EJ1931,No,14_out,No,No,1,0,No,0,0.0,Churned
EJ1970,No,14_out,No,No,0,0,No,0,50.0,Won
EJ2055,No,14_out,No,No,1,0,Not Discussed,0,12.5,Won
EJ2077,No,14_out,No,No,0,0,No,0,18.0,Won
EJ2342,No,14_out,No,No,1,0,Not Discussed,0,6.666666666666667,Won
EJ2613,No,45_out,No,No,1,0,Not Discussed,0,0.0,Won
EJ2631,No,14_out,No,No,0,0,Not Discussed,0,66.66666666666667,Won
EJ2966,No,45_out,No,No,0,0,No,0,60.0,Won
EJ3113,No,14_out,No,No,0,0,Not Discussed,0,65.0,Won
EJ3174,No,45_out,No,No,0,0,Yes,0,33.333333333333336,Won
EJ3290,No,14_out,No,No,0,0,No,0,66.66666666666667,Won
EJ3739,No,14_out,No,No,1,1,Yes,1,6.666666666666667,Won
EJ3922,No,14_out,No,No,1,0,Not Discussed,0,35.0,Won
EJ3938,No,14_out,No,No,1,0,Yes,0,0.0,Won
EJ3989,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
EJ4284,No,14_out,No,No,0,0,Not Discussed,1,26.666666666666668,Won
EJ4424,No,14_out,Not Discussed,No,1,0,No,0,8.333333333333334,Won
EJ4663,No,45_out,No,No,0,0,Not Discussed,0,50.0,Won
EJ4776,No,pre_renewal,No,No,1,0,Not Discussed,0,25.0,Churned
EJ4832,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
EJ4959,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Won
EJ5232,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
EJ5301,No,14_out,No,No,1,1,No,0,40.0,Churned
EJ5710,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
EJ6317,No,14_out,No,No,0,0,No,0,30.0,Won
EJ8083,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
EJ8708,No,45_out,No,No,0,0,Not Discussed,0,50.0,Won
EJ8982,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
EJ9074,No,14_out,No,No,1,1,Not Discussed,0,25.0,Churned
EJ9354,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
EJ9503,No,14_out,No,No,0,0,No,0,50.0,Won
EJ9542,No,14_out,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
EJ9597,No,14_out,No,No,0,0,No,1,33.333333333333336,Won
EJ9658,No,14_out,Not Discussed,No,1,0,Not Discussed,0,11.428571428571429,Won
EJ9662,No,14_out,No,No,0,0,Yes,0,50.0,Won
EJ9732,No,14_out,Not Discussed,No,1,0,No,1,0.0,Won
EK0167,No,14_out,No,No,1,0,Not Discussed,0,40.0,Churned
EK0752,No,14_out,No,No,0,1,Not Discussed,1,35.0,Won
EK0853,No,14_out,No,No,0,0,No,0,63.333333333333336,Won
EK1028,No,14_out,No,No,1,0,Not Discussed,0,0.0,Churned
EK1068,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
EK1170,No,14_out,No,No,0,0,Yes,1,45.0,Won
EK1530,No,14_out,No,No,1,0,No,0,25.0,Won
EK1570,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
EK1643,No,14_out,No,No,0,0,Yes,0,33.333333333333336,Won
EK1809,No,14_out,No,No,0,0,Yes,0,50.0,Won
EK1870,No,45_out,No,No,1,0,Not Discussed,0,0.0,Won
EK2029,No,14_out,No,No,1,0,Not Discussed,0,12.5,Churned
EK2438,No,45_out,Yes,No,0,1,No,1,43.333333333333336,Won
EK2806,No,14_out,Not Discussed,No,1,0,Not Discussed,0,8.333333333333334,Churned
EK3980,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
EK4175,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
EK4284,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
EK4358,No,prior_year,No,No,0,0,Yes,0,50.0,Won
EK4464,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
EK4797,No,prior_year,Not Discussed,No,0,0,Not Discussed,0,36.0,Churned
EK5040,No,14_out,No,No,0,0,Yes,0,55.0,Won
EK5155,No,14_out,No,No,0,0,Yes,0,33.333333333333336,Won
EK5234,No,45_out,No,No,0,1,Yes,1,23.33333333333333,Churned
EK5302,No,14_out,No,No,1,0,Not Discussed,0,0.0,Won
EK5370,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
EK5587,No,14_out,No,No,0,0,Not Discussed,0,37.5,Won
EK5987,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
EK6026,No,14_out,No,No,1,0,Not Discussed,0,12.5,Won
EK6359,No,14_out,No,No,1,0,No,0,25.0,Won
EK6379,No,14_out,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
EK6570,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
EK6608,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
EK7384,No,14_out,No,No,0,0,No,0,65.0,Won
EK7507,No,14_out,No,No,0,0,Not Discussed,0,37.5,Won
EK7669,No,14_out,No,No,1,0,Not Discussed,0,35.0,Won
EK7711,No,prior_year,No,No,0,0,Yes,0,50.0,Won
EK7760,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
EK7782,No,14_out,No,No,1,0,Not Discussed,0,30.0,Won
EK8023,No,14_out,No,No,0,0,Not Discussed,1,46.66666666666666,Won
EK8088,No,14_out,Not Discussed,No,1,0,No,0,25.0,Won
EK8195,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
EK8501,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
EK8616,No,14_out,No,No,0,1,No,0,70.0,Won
EK9446,No,45_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
EK9457,No,14_out,No,No,0,0,Yes,0,60.0,Won
EK9686,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
EK9696,No,14_out,No,No,0,0,Not Discussed,0,43.333333333333336,Won
EK9705,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
EK9839,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
EK9911,No,pre_renewal,No,No,1,0,Yes,0,25.0,Churned
EL0050,No,pre_renewal,No,No,1,0,Yes,0,0.0,Won
EL0204,No,14_out,Not Discussed,No,1,0,No,0,33.333333333333336,Won
EL0528,No,45_out,No,No,1,0,No,0,25.0,Won
EL0685,No,14_out,No,No,1,0,Not Discussed,1,17.5,Won
EL1001,No,pre_renewal,No,No,0,1,No,0,35.0,Churned
EL1033,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
EL1608,No,14_out,Not Discussed,No,1,0,Not Discussed,0,21.666666666666668,Won
EL1723,No,14_out,Not Discussed,No,1,0,Not Discussed,0,21.428571428571427,Won
EL2086,No,45_out,Yes,No,0,0,No,1,50.0,Won
EL2131,No,14_out,No,No,1,0,Yes,0,32.5,Churned
EL2296,No,14_out,No,No,1,0,Not Discussed,0,0.0,Won
EL2440,No,14_out,No,No,1,0,No,0,25.0,Won
EL2714,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
EL3015,Yes,14_out,No,No,1,0,Not Discussed,1,6.666666666666667,Churned
EL3032,No,45_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
EL3162,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
EL3693,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Won
EL3998,No,14_out,No,No,0,0,Not Discussed,0,62.5,Won
EL4042,No,45_out,Not Discussed,No,0,0,Not Discussed,0,38.333333333333336,Won
EL4099,No,14_out,No,No,0,0,Not Discussed,0,63.333333333333336,Won
EL4620,No,14_out,No,No,0,0,Not Discussed,0,75.0,Won
EL4715,No,14_out,No,No,0,0,Yes,1,37.5,Won
EL4896,No,14_out,No,No,0,0,No,0,50.0,Won
EL4954,No,45_out,Not Discussed,No,1,0,Not Discussed,0,36.0,Won
EL4980,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
EL5291,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
EL5547,No,14_out,No,No,1,0,Not Discussed,0,26.666666666666668,Won
EL5581,No,prior_year,No,No,1,0,Yes,0,25.0,Won
EL5671,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
EL5848,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
EL6149,No,45_out,Not Discussed,No,1,0,Not Discussed,0,16.666666666666668,Won
EL6278,No,14_out,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
EL6293,No,14_out,No,No,0,0,No,0,33.333333333333336,Won
EL6541,No,45_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
EL6752,No,14_out,No,No,1,0,No,0,16.666666666666668,Won
EL6775,No,14_out,No,No,0,0,Not Discussed,0,37.5,Won
EL6896,No,45_out,No,No,0,0,No,0,33.333333333333336,Won
EL6998,No,prior_year,No,No,0,0,Not Discussed,0,90.0,Won
EL7351,No,14_out,No,No,1,0,No,0,0.0,Won
EL7384,No,14_out,No,No,0,0,Not Discussed,0,75.0,Won
EL7439,No,14_out,No,No,1,0,No,1,17.5,Won
EL8176,No,prior_year,No,No,0,0,No,0,50.0,Won
EL8218,No,14_out,No,No,0,0,No,0,50.0,Won
EL8235,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
EL8287,No,45_out,No,No,0,0,Yes,0,50.0,Won
EL8495,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
EL8654,No,45_out,No,No,0,0,Not Discussed,0,65.0,Won
EL8719,Yes,14_out,No,No,1,0,Not Discussed,1,10.0,Won
EL8893,No,14_out,No,No,0,0,Yes,0,33.333333333333336,Churned
EL9026,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
EL9132,No,14_out,No,No,0,0,Yes,0,60.0,Won
EL9150,No,14_out,No,No,0,0,Not Discussed,0,55.0,Won
EL9218,No,14_out,Not Discussed,No,1,0,Yes,0,0.0,Won
EL9266,No,14_out,No,No,1,0,No,0,16.666666666666668,Won
EL9734,No,14_out,Not Discussed,No,1,0,No,1,11.666666666666666,Won
EM0010,No,pre_renewal,No,No,0,0,Not Discussed,0,50.0,Won
EM0345,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Won
EM0350,No,14_out,No,No,1,0,Not Discussed,0,0.0,Won
EM0409,No,45_out,Not Discussed,No,1,0,Not Discussed,0,8.333333333333334,Won
EM0451,No,45_out,No,No,0,0,No,0,63.333333333333336,Won
EM0896,No,14_out,Not Discussed,No,1,0,Not Discussed,1,0.0,Churned
EM1023,No,14_out,No,No,0,0,No,0,56.66666666666666,Won
EM1061,Not Discussed,45_out,Not Discussed,No,1,0,Not Discussed,0,21.428571428571427,Won
EM1192,No,14_out,Not Discussed,No,0,0,Not Discussed,0,43.333333333333336,Won
EM1217,No,45_out,No,No,0,0,Not Discussed,0,50.0,Won
EM1407,No,14_out,No,No,0,0,No,0,33.333333333333336,Won
EM1597,No,14_out,No,No,0,0,Not Discussed,0,40.0,Won
EM2018,No,14_out,No,No,1,0,No,0,20.0,Won
EM2165,No,14_out,No,No,1,0,No,0,16.666666666666668,Churned
EM2439,No,14_out,No,No,0,0,Yes,0,45.0,Won
EM2886,No,14_out,Not Discussed,No,1,0,Not Discussed,0,7.142857142857143,Won
EM3089,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Won
EM3195,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
EM4089,No,pre_renewal,No,No,1,1,Yes,0,25.0,Won
EM4280,No,14_out,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
EM4333,No,14_out,No,No,1,0,No,0,40.0,Won
EM4629,No,14_out,No,No,0,0,Yes,0,50.0,Won
EM4753,No,14_out,No,No,0,0,Not Discussed,0,53.333333333333336,Won
EM5107,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
EM5266,No,14_out,No,No,1,0,No,0,25.0,Churned
EM5389,No,14_out,No,No,0,0,Not Discussed,0,30.0,Won
EM5709,No,45_out,No,No,0,0,No,0,50.0,Churned
EM5727,No,14_out,No,No,1,0,Yes,0,0.0,Won
EM5916,No,14_out,No,No,0,1,No,0,50.0,Churned
EM5977,No,14_out,No,No,1,0,Not Discussed,0,40.0,Won
EM6063,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
EM6302,No,14_out,No,No,0,1,Not Discussed,0,45.0,Won
EM6665,No,14_out,Not Discussed,No,1,0,No,0,16.666666666666668,Won
EM6809,No,14_out,Not Discussed,No,1,0,Not Discussed,0,25.0,Won
EM6867,No,14_out,No,No,0,0,No,0,55.0,Won
EM6963,No,14_out,No,No,1,1,No,0,50.0,Churned
EM7015,No,pre_renewal,No,No,0,0,Yes,0,50.0,Won
EM7019,No,14_out,No,No,1,0,No,0,26.666666666666668,Won
EM7143,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
EM7258,No,14_out,No,No,0,0,Yes,0,45.0,Won
EM7264,Not Discussed,14_out,Not Discussed,No,1,0,Not Discussed,0,10.0,Won
EM7351,No,14_out,No,No,0,0,Not Discussed,0,37.5,Won
EM7382,No,45_out,No,No,1,0,Yes,0,7.142857142857143,Won
EM7429,No,14_out,Not Discussed,No,0,0,Not Discussed,0,33.333333333333336,Won
EM7698,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
EM7937,Yes,45_out,No,No,0,1,No,1,43.333333333333336,Won
EM8013,No,14_out,No,No,0,0,No,0,50.0,Won
EM8099,No,14_out,No,No,1,0,Not Discussed,0,0.0,Won
EM8214,No,14_out,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
EM8692,No,14_out,No,No,0,0,Not Discussed,0,63.333333333333336,Won
EM8931,No,45_out,No,No,0,0,Yes,1,43.333333333333336,Won
EM8989,Yes,14_out,Not Discussed,No,1,1,Not Discussed,1,0.0,Won
EM9294,No,14_out,No,No,1,1,Not Discussed,1,0.0,Won
EM9532,Not Discussed,14_out,Not Discussed,No,1,0,Not Discussed,0,17.5,Churned
EM9533,No,pre_renewal,No,No,0,0,Not Discussed,0,50.0,Won
EM9861,No,14_out,No,No,0,0,No,1,30.0,Won
EM9887,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
